Feature1,Feature2,Course1,Course2,Course3
84.19886898564857,3.0,0.0,0.0,73.58718370980681
38.9065550541303,2.0,45.41789039316733,0.0,0.0
27.610377251469934,1.0,0.0,72.94836101093178,0.0
74.8102733645092,3.0,0.0,0.0,62.34955690366574
90.15362052545368,3.0,0.0,0.0,64.37166398858992
58.648862249224116,1.0,54.89752371551524,0.0,0.0
58.63908636526203,3.0,0.0,0.0,73.79205258128732
79.63510813401597,3.0,0.0,0.0,88.32077439188798
14.891948624311269,1.0,0.0,27.481682420879466,0.0
78.84413039720577,2.0,64.78057216118731,0.0,0.0
70.57868660537632,2.0,0.0,0.0,62.9603389558134
23.33674327374267,3.0,0.0,78.8481973110178,0.0
59.37847176540781,2.0,63.98053292299735,0.0,0.0
67.79953611193696,2.0,0.0,0.0,76.33870558409325
28.644361988595058,1.0,0.0,75.6885330030338,0.0
24.02341641177549,1.0,0.0,45.076025633281546,0.0
85.98569518460195,3.0,0.0,0.0,62.9876023951322
15.968230530268205,3.0,0.0,57.55053103693057,0.0
76.4311740539599,3.0,0.0,0.0,78.44484577879192
31.61846721754748,2.0,85.23497922313152,0.0,0.0
30.60714635414827,2.0,75.22253852862713,0.0,0.0
64.54095062237016,2.0,65.11495796769739,0.0,0.0
39.58148210402952,2.0,48.07400967607887,0.0,0.0
56.11192754361666,2.0,84.51169225075353,0.0,0.0
73.04606038030859,3.0,0.0,0.0,70.28187687661386
64.20877951660621,2.0,66.6628448463562,0.0,0.0
57.849149907976305,2.0,69.06920311302498,0.0,0.0
64.32119950779568,3.0,0.0,0.0,62.16070875402283
62.65726352267131,3.0,0.0,0.0,58.32724717815817
97.05337043904044,3.0,0.0,0.0,43.83718365169067
22.0827497807686,1.0,0.0,76.07806120484332,0.0
3.6980165303395545,3.0,0.0,88.64979076682732,0.0
18.96781148206442,1.0,0.0,65.98607880646979,0.0
54.47357261309084,2.0,48.67120192539345,0.0,0.0
79.36614272509036,3.0,0.0,0.0,85.82136887770424
48.97637592013053,2.0,67.84630732425519,0.0,0.0
37.948855037392384,2.0,49.7738036836582,0.0,0.0
40.34572395750664,3.0,71.31297206382506,0.0,0.0
85.55083831771279,3.0,0.0,0.0,84.67850946169065
10.22722120123589,2.0,0.0,64.23031865286224,0.0
87.22222210660193,3.0,0.0,0.0,78.84555408362085
30.544517269311367,3.0,0.0,71.1187960981533,0.0
29.008264869541872,1.0,0.0,56.21329832695084,0.0
16.520878506738473,1.0,0.0,68.23788180372833,0.0
24.283318705304175,1.0,0.0,62.00945812030668,0.0
33.604077369042415,3.0,73.88074660344618,0.0,0.0
100.0,3.0,0.0,0.0,61.757521805439396
21.774261422537528,1.0,0.0,62.345608905495574,0.0
18.486427917023022,3.0,0.0,72.4589285867888,0.0
15.619256983888135,1.0,0.0,63.27751955978938,0.0
7.651741796463474,1.0,0.0,42.63615016093255,0.0
73.00371354896086,3.0,0.0,0.0,72.38438011188465
40.234616100497796,2.0,61.01163583810421,0.0,0.0
43.79571528860379,2.0,81.33610433341813,0.0,0.0
16.37258834012862,3.0,0.0,84.04668588746674,0.0
75.21007374282357,3.0,0.0,0.0,93.64448458941577
67.82044688528453,2.0,66.89582934164063,0.0,0.0
20.45758517301446,1.0,0.0,45.08950282196105,0.0
84.29515533338419,3.0,0.0,0.0,83.2778131181339
37.60342192011478,2.0,80.86552757304946,0.0,0.0
40.462308824316786,1.0,93.89156131626225,0.0,0.0
64.1671923048562,2.0,82.44979238621654,0.0,0.0
2.7371739766832306,3.0,0.0,85.32685878383009,0.0
64.09976265917679,3.0,0.0,0.0,66.8319102455272
89.13265751713176,1.0,0.0,0.0,87.56561596930732
56.88804478333063,3.0,0.0,0.0,93.77230791023527
82.1292974498117,3.0,0.0,0.0,77.84892608032115
63.59066987413078,2.0,72.58756624739299,0.0,0.0
0.0,1.0,0.0,24.3078541780011,0.0
7.472046399500737,1.0,0.0,86.18792092168734,0.0
66.8995388315976,3.0,67.02401654769932,0.0,0.0
71.04025896551956,3.0,0.0,0.0,63.188794562265926
85.85139984031889,3.0,0.0,0.0,77.31959023994507
18.128161499741665,1.0,0.0,43.864657032861544,0.0
85.74717162295913,2.0,64.51673365020945,0.0,0.0
89.15569068660808,3.0,0.0,0.0,62.97285932980415
32.02379848784411,1.0,0.0,68.64426989084579,0.0
37.858704939058356,1.0,0.0,69.83281582237238,0.0
54.005763040237746,3.0,69.53595614089062,0.0,0.0
60.14649942419749,2.0,49.32874799403884,0.0,0.0
59.21119055519121,2.0,70.89842024674414,0.0,0.0
42.529513239615426,2.0,69.26013894778642,0.0,0.0
50.955802912302396,3.0,0.0,0.0,64.17768711276625
65.83330616122625,3.0,0.0,0.0,81.56009581695015
86.39388096167151,3.0,0.0,0.0,76.52211936596737
11.292028508181183,1.0,0.0,59.38741453734134,0.0
91.79491943163464,2.0,0.0,0.0,94.47396141298407
80.94892991300497,2.0,0.0,0.0,51.783979255611115
90.42123715484009,3.0,0.0,0.0,61.57631875595169
48.950224624797016,3.0,0.0,0.0,71.75636308233163
69.61925228323413,3.0,0.0,0.0,42.877841102526226
14.903478182483465,1.0,0.0,51.053974763465874,0.0
100.0,3.0,0.0,0.0,77.2063674417668
73.14521893110104,2.0,68.64634225501374,0.0,0.0
38.828677669273404,1.0,55.93179653272823,0.0,0.0
32.78797021383346,2.0,63.66527763812094,0.0,0.0
29.783614082863306,2.0,84.95676971187639,0.0,0.0
19.71817771661345,3.0,0.0,84.23869710337354,0.0
29.375730598729717,3.0,48.55013111971827,0.0,0.0
23.130677016509015,1.0,0.0,81.7743628186075,0.0
95.302590675737,3.0,0.0,0.0,93.82796036646299
87.81597314679138,3.0,0.0,0.0,68.72326596220891
43.472696724175435,2.0,62.176304830099404,0.0,0.0
54.78091479414532,2.0,74.5298381553633,0.0,0.0
21.289829107574107,2.0,0.0,96.32479230613087,0.0
83.48271554300413,3.0,0.0,0.0,76.0704318342145
54.859942905050346,3.0,0.0,0.0,75.38873734770185
55.745659335337486,3.0,0.0,0.0,65.97440897185928
90.34727246802183,3.0,0.0,0.0,69.4109801344307
73.84925460196177,1.0,0.0,0.0,68.86524294117366
48.523212133618514,2.0,76.61549360909727,0.0,0.0
43.43269932883349,2.0,73.02219920056649,0.0,0.0
0.19203531776073035,3.0,0.0,69.15800469326864,0.0
4.637563137227762,3.0,0.0,45.51365046898025,0.0
58.00363508296229,2.0,0.0,0.0,48.263235838946045
13.27539552224049,3.0,0.0,73.17245519097817,0.0
26.828433548335827,1.0,62.21649693362722,0.0,0.0
78.3418901415129,3.0,0.0,0.0,81.56255440607404
78.01338440639854,2.0,61.97094753200733,0.0,0.0
26.536185954403607,1.0,0.0,66.70688457503181,0.0
34.69358769900285,1.0,0.0,73.35765344969366,0.0
36.30766661833762,2.0,70.18347975458227,0.0,0.0
34.94079073157606,2.0,0.0,53.22532113517552,0.0
20.66517222383168,1.0,0.0,58.08045518392752,0.0
13.151899090596867,1.0,0.0,69.77713444967947,0.0
72.20772187151637,2.0,63.44877493812989,0.0,0.0
60.223917774224404,2.0,85.73639781880016,0.0,0.0
76.4093123363611,3.0,0.0,0.0,77.96767549803543
